# d.mjd mag magErr
55599.15333000  20.33191685   0.12006194
55599.22363000  20.21598438   0.11004875
55904.34985000  19.50300004   0.14310685
55904.35381000  19.68257641   0.14608580
56598.43049000  18.91064623   0.05410213
56598.39814000  18.91382103   0.04412370
55512.39242000  20.33770019   0.14405307
56599.42120000  19.66160523   0.07205881
56599.38924000  19.56805593   0.08007429
56599.35708000  19.69288363   0.07807210
56602.45532000  19.41830415   0.12406746
56602.42198000  19.60565878   0.08207286
56602.38868000  19.59533320   0.06806617
55465.43339000  19.76510867   0.13507026
56596.43384000  18.61990151   0.04213981
56596.40104000  18.61075942   0.04318337
56596.36851000  17.91924756   0.04314041
56736.14459000  19.75092750   0.08510397
55510.29263000  20.75643542   0.17504291
55510.34172000  20.15728525   0.09606227
55510.38694000  20.39974037   0.10505110
55509.54875000  20.28874414   0.15005202
56597.43943000  19.01596024   0.05309432
56597.40627000  18.91919544   0.04809297
56597.36860000  19.13295866   0.06114565
55874.34169000  18.74887755   0.07710593
55874.34044000  18.97770424   0.09313003
55887.38378000  19.08871382   0.05514243
55887.38252000  19.10686521   0.06014403
55883.47118000  18.61260026   0.04141408
55883.47473000  18.59749510   0.03945396
55868.40306000  19.50549416   0.07011060
55868.40424000  19.52391189   0.07109105
56737.18405000  19.83734227   0.08509165
56737.13352000  19.97735182   0.09106491
56603.47546000  19.36198095   0.06012617
56603.44252000  19.42846065   0.06511948
56603.40968000  19.35930830   0.06313906
