2455260.85336 17.034 0.016 5.94 1033.0
2455260.90029 17.043 0.014 4.76 1123.0
2455261.79151 16.990 0.015 5.34 1026.0
2455262.82995 16.964 0.025 6.68 2220.0
2455264.81438 17.033 0.016 5.89 929.0
2455264.86761 17.008 0.014 5.29 873.0
2455264.88488 17.004 0.014 4.80 878.0
2455265.79053 17.018 0.014 5.03 848.0
2455266.77867 17.003 0.017 6.33 862.0
2455267.82049 17.048 0.014 5.48 754.0
2455268.79175 17.033 0.015 5.97 785.0
2455269.78659 17.021 0.013 5.09 765.0
2455270.83098 17.028 0.013 4.97 741.0
2455271.78605 17.027 0.014 5.21 813.0
2455272.79290 17.080 0.017 6.44 783.0
2455273.84752 17.006 0.013 5.10 709.0
2455274.79627 17.027 0.016 6.25 799.0
2455275.78200 16.987 0.016 5.64 923.0
2455275.91321 16.969 0.016 5.33 1151.0
2455276.81684 16.992 0.012 4.62 736.0
2455277.78307 17.010 0.014 5.46 768.0
2455277.91208 17.024 0.015 5.26 839.0
2455278.79310 17.008 0.014 5.84 784.0
2455279.79366 17.063 0.020 7.25 828.0
2455279.91738 17.024 0.015 4.76 1522.0
2455280.84535 17.000 0.011 4.31 766.0
2455281.78084 17.032 0.013 4.90 847.0
2455281.91750 17.003 0.014 4.02 1522.0
2455282.76133 17.029 0.015 4.97 1027.0
2455282.90601 16.997 0.012 4.32 746.0
2455283.76251 17.029 0.018 6.08 1058.0
2455284.76449 16.980 0.015 5.21 1164.0
2455285.76013 16.974 0.017 5.72 1276.0
2455285.88949 17.024 0.013 4.33 985.0
2455286.75136 17.026 0.017 5.19 1245.0
2455287.82100 16.993 0.012 3.79 1008.0
2455288.75436 17.013 0.016 4.86 1201.0
2455292.82453 17.018 0.018 4.36 2715.0
2455293.83250 17.028 0.014 4.95 797.0
2455294.73371 17.017 0.014 5.70 734.0
2455294.77287 17.020 0.012 4.44 708.0
2455294.80995 17.007 0.011 3.94 676.0
2455294.87767 16.984 0.009 3.27 651.0
2455294.91964 17.005 0.012 4.35 927.0
2455295.77456 17.011 0.012 4.75 683.0
2455295.81298 16.992 0.012 4.45 675.0
2455295.85088 16.999 0.011 3.70 674.0
2455295.88972 17.008 0.012 4.25 685.0
2455296.77747 17.021 0.013 4.91 714.0
2455296.81499 17.007 0.012 4.51 695.0
2455296.85240 17.009 0.011 4.06 674.0
2455296.89087 17.013 0.011 3.93 669.0
2455297.77338 17.010 0.012 5.27 729.0
2455297.81144 17.026 0.012 4.68 708.0
2455297.84931 17.005 0.011 4.13 668.0
2455297.88800 17.004 0.011 4.93 691.0
2455298.77428 17.007 0.012 5.00 740.0
2455298.81220 17.000 0.012 4.47 722.0
2455298.84997 17.007 0.012 4.27 710.0
2455298.88952 17.011 0.010 3.85 681.0
2455298.92302 17.021 0.012 4.12 1017.0
2455299.75899 16.996 0.010 5.10 605.0
2455299.79653 16.991 0.007 4.84 384.0
2455299.83442 16.983 0.009 4.86 552.0
2455299.87276 17.030 0.011 4.72 654.0
2455299.91352 17.009 0.011 5.14 719.0
2455300.86771 17.009 0.011 3.93 691.0
2455300.90848 17.006 0.012 4.42 736.0
2455301.76353 17.015 0.013 5.19 730.0
2455301.80103 17.022 0.013 5.35 726.0
2455301.83849 17.028 0.014 5.64 745.0
2455301.87720 17.006 0.013 5.28 740.0
2455301.91698 17.024 0.019 7.37 843.0
2455303.92484 17.013 0.014 5.29 800.0
2455304.76317 17.015 0.013 4.89 809.0
2455306.69682 17.047 0.014 5.23 760.0
2455306.75956 17.008 0.012 4.53 698.0
2455306.79853 17.021 0.011 3.91 688.0
2455306.86215 16.999 0.011 4.22 687.0
2455306.90174 17.022 0.011 3.88 699.0
2455307.68653 17.029 0.014 5.34 771.0
2455307.74961 17.021 0.013 5.09 754.0
2455307.81109 17.013 0.011 3.89 726.0
2455307.84957 16.995 0.011 3.72 756.0
2455307.89046 17.008 0.011 3.99 746.0
2455307.92789 17.024 0.014 4.90 986.0
2455308.73973 17.033 0.015 5.59 768.0
2455308.80123 16.997 0.011 3.99 677.0
2455308.83870 16.999 0.011 3.91 667.0
2455308.88659 17.034 0.011 4.21 678.0
2455309.74043 17.016 0.013 4.79 757.0
2455309.81092 17.023 0.012 4.59 711.0
2455309.85465 17.008 0.012 4.34 721.0
2455309.89362 16.991 0.012 4.26 728.0
2455309.93089 16.998 0.014 4.36 1298.0
2455310.72128 16.996 0.014 5.16 836.0
2455310.77757 17.037 0.014 5.06 755.0
2455310.85893 17.005 0.008 3.84 615.0
2455310.89089 17.016 0.011 3.87 705.0
2455310.92835 17.017 0.012 4.36 961.0
2455311.82142 17.011 0.012 4.27 737.0
2455311.87745 17.017 0.013 4.53 737.0
2455311.92227 17.013 0.013 4.19 826.0
2455312.74745 17.008 0.014 5.12 889.0
2455312.78983 17.028 0.014 5.04 868.0
2455312.82786 17.022 0.015 5.29 883.0
2455312.87211 16.999 0.014 4.70 971.0
2455312.91171 16.998 0.014 5.42 791.0
2455313.78387 16.992 0.018 6.27 1012.0
2455313.82273 17.025 0.017 5.77 954.0
2455313.86240 17.012 0.018 6.09 1043.0
2455313.90063 16.995 0.014 4.52 1063.0
2455314.67151 16.970 0.017 5.55 1499.0
2455314.71197 16.999 0.017 5.60 1314.0
2455314.75125 17.003 0.015 4.69 1218.0
2455314.79118 16.984 0.016 5.28 1163.0
2455314.84872 16.987 0.014 4.86 1175.0
2455314.88615 16.999 0.014 4.51 1178.0
2455314.92359 16.981 0.014 5.17 1272.0
2455315.68901 16.970 0.018 5.76 1435.0
2455315.73693 17.011 0.019 6.15 1301.0
2455315.77447 16.995 0.018 5.71 1230.0
2455315.81220 17.012 0.015 4.94 1220.0
2455315.85238 17.012 0.016 5.40 1313.0
2455315.89451 16.988 0.016 5.38 1319.0
2455316.68015 17.028 0.020 6.07 1445.0
2455316.72730 17.032 0.018 5.34 1241.0
2455316.77034 16.995 0.020 6.88 1229.0
2455316.80769 17.029 0.021 6.75 1240.0
2455316.86456 17.019 0.020 6.02 1411.0
2455319.82469 17.000 0.019 4.12 3001.0
2455319.86767 17.020 0.021 4.43 3354.0
2455319.91182 16.978 0.023 4.88 4311.0
2455320.64247 16.995 0.014 5.17 1086.0
2455320.68705 17.046 0.015 5.39 1035.0
2455320.73097 17.010 0.014 4.85 985.0
2455320.76818 17.021 0.014 4.71 929.0
2455320.80590 16.998 0.014 4.43 1432.0
2455320.84912 17.020 0.014 5.24 943.0
2455320.88751 17.017 0.013 4.52 1011.0
2455320.92908 17.043 0.016 5.66 1296.0
2455321.71528 17.023 0.014 4.95 899.0
2455321.75273 17.004 0.013 4.76 878.0
2455321.79238 17.033 0.015 5.35 896.0
2455321.83078 16.963 0.017 6.43 939.0
2455321.87208 17.006 0.014 5.22 910.0
2455321.90947 17.029 0.015 5.70 950.0
2455322.69576 17.009 0.012 4.38 786.0
2455322.76127 16.941 0.010 4.09 1241.0
2455322.83835 17.012 0.013 5.02 921.0
2455323.66592 16.973 0.015 5.59 904.0
2455323.73217 17.031 0.015 5.24 851.0
2455323.77046 16.998 0.012 4.41 834.0
2455323.81056 17.025 0.013 4.68 863.0
2455323.85184 17.000 0.013 4.45 922.0
2455323.89043 17.007 0.013 4.86 968.0
2455323.92789 17.041 0.014 4.92 994.0
2455324.70432 16.994 0.016 5.36 845.0
2455324.74345 17.001 0.013 4.69 776.0
2455324.78085 17.051 0.015 5.12 793.0
2455324.82098 17.022 0.014 5.31 791.0
2455324.85991 17.034 0.014 4.79 829.0
2455324.89727 17.034 0.014 5.90 850.0
2455324.93783 17.030 0.019 5.45 2115.0
2455325.68754 16.997 0.013 4.95 770.0
2455325.72404 16.987 0.012 4.75 713.0
2455325.76221 16.999 0.013 4.60 706.0
2455325.79950 17.021 0.012 4.23 694.0
2455325.84775 17.002 0.014 5.23 777.0
2455325.88781 17.005 0.014 6.47 803.0
2455325.92829 17.018 0.016 6.74 916.0
2455326.63560 16.988 0.016 6.26 856.0
2455326.72205 16.987 0.013 4.96 738.0
2455326.76011 17.008 0.013 4.68 730.0
2455326.79851 17.018 0.012 4.16 688.0
2455326.83783 17.013 0.013 4.63 744.0
2455326.87648 17.014 0.014 4.96 830.0
2455326.91372 17.014 0.014 5.42 872.0
2455327.64480 16.984 0.012 4.47 730.0
2455327.74700 16.968 0.012 4.10 725.0
2455327.78548 17.002 0.014 4.78 772.0
2455327.82433 17.004 0.014 5.32 779.0
2455327.86320 16.986 0.013 4.83 843.0
2455327.90138 16.985 0.014 4.93 859.0
2455327.93912 16.990 0.020 5.19 2529.0
2455328.67215 16.991 0.012 4.40 788.0
2455328.74072 17.004 0.012 4.38 764.0
2455328.77929 16.976 0.012 4.60 733.0
2455328.81926 16.970 0.013 5.11 774.0
2455328.85785 17.014 0.014 5.26 802.0
2455328.89553 17.000 0.012 4.94 797.0
2455328.93302 17.019 0.016 5.62 1130.0
2455334.61842 17.028 0.018 6.99 828.0
2455334.68455 16.991 0.023 8.79 845.0
2455334.76488 17.011 0.012 4.61 747.0
2455334.82221 16.951 0.013 5.91 768.0
2455334.86276 17.014 0.015 6.38 797.0
2455334.90329 17.066 0.017 6.84 852.0
2455334.94125 17.008 0.022 7.88 1869.0
2455335.74763 17.030 0.012 4.55 767.0
2455335.78679 17.047 0.013 5.01 751.0
2455335.82682 17.004 0.013 5.05 767.0
2455335.86466 17.048 0.014 5.14 798.0
2455335.90219 17.032 0.018 6.62 868.0
2455335.94126 17.035 0.022 6.02 1976.0
2455336.84609 17.011 0.013 4.77 815.0
2455336.91133 17.014 0.014 4.60 934.0
2455337.75771 17.034 0.013 4.72 727.0
2455337.79713 17.056 0.013 4.83 739.0
2455337.83554 16.982 0.015 5.82 867.0
2455337.87389 17.042 0.018 6.85 932.0
2455337.91253 17.017 0.017 6.07 965.0
2455338.75498 17.048 0.014 5.52 818.0
2455338.79417 17.002 0.017 6.21 890.0
2455338.83580 16.985 0.019 7.08 988.0
2455338.89539 16.955 0.020 7.73 962.0
2455339.67063 17.017 0.018 6.74 1013.0
2455339.70836 17.017 0.016 5.47 1020.0
2455339.80197 16.987 0.015 5.20 1000.0
2455339.86775 16.990 0.017 6.47 1109.0
2455339.90795 17.003 0.023 7.46 1197.0
2455339.94580 16.997 0.022 6.08 2201.0
2455340.65453 16.982 0.019 6.85 1117.0
2455340.69390 17.010 0.014 4.89 1189.0
2455340.78121 16.997 0.015 5.59 954.0
2455340.83676 17.004 0.013 4.96 997.0
2455340.87518 17.006 0.017 6.20 1069.0
2455340.91296 17.006 0.023 8.33 1219.0
2455341.58699 17.029 0.018 5.80 1279.0
2455341.62522 17.003 0.014 5.16 1052.0
2455341.73171 16.974 0.011 4.01 883.0
2455341.80601 17.039 0.013 4.39 1029.0
2455341.84420 17.007 0.014 4.60 1030.0
2455341.88201 16.999 0.013 4.76 1008.0
2455341.92239 17.030 0.014 5.13 1010.0
2455342.59661 17.043 0.022 6.91 1366.0
2455342.63395 16.997 0.021 7.25 1229.0
2455342.67157 16.978 0.016 5.41 1100.0
2455342.70902 17.029 0.015 4.95 1039.0
2455342.74756 16.998 0.014 5.02 1011.0
2455342.79172 17.024 0.017 5.87 1140.0
2455342.82977 17.006 0.015 5.09 1090.0
2455342.86773 16.996 0.018 5.97 1193.0
2455342.90552 16.978 0.018 6.14 1216.0
2455342.94339 17.019 0.026 8.04 1575.0
2455343.61482 16.997 0.020 6.14 1547.0
2455343.65250 16.993 0.018 5.78 1367.0
2455343.69022 17.001 0.015 4.97 1247.0
2455343.72830 17.021 0.015 4.77 1155.0
2455343.76714 17.025 0.015 5.03 1151.0
2455343.80713 16.993 0.014 4.80 1217.0
2455343.84565 17.010 0.015 4.82 1283.0
2455343.89645 17.038 0.017 5.28 1379.0
2455343.93428 17.013 0.019 6.13 1521.0
2455348.66221 17.018 0.014 4.85 868.0
2455348.72743 17.021 0.016 5.56 851.0
2455348.79271 17.020 0.015 5.37 835.0
2455348.83103 17.050 0.015 5.21 877.0
2455348.87487 17.039 0.020 6.67 1006.0
2455348.91518 16.983 0.016 5.99 976.0
2455349.59049 17.010 0.018 7.34 857.0
2455349.67309 17.018 0.015 5.20 1154.0
2455349.74127 17.004 0.015 4.99 1212.0
2455349.80624 17.006 0.014 5.36 1159.0
2455349.84401 17.034 0.015 5.81 1362.0
2455350.64374 17.046 0.021 8.08 831.0
2455350.68146 17.001 0.016 6.34 834.0
2455350.71996 17.010 0.020 7.47 847.0
2455351.57996 17.023 0.017 6.60 882.0
2455351.63742 16.977 0.014 5.66 752.0
2455351.71571 17.019 0.013 4.99 732.0
