2450553.73385 17.950 0.025
2450554.91168 17.979 0.035
2450558.84544 18.027 0.035
2450560.82176 18.050 0.042
2450562.92328 18.017 0.049
2450567.80671 17.979 0.048
2450569.77684 17.988 0.030
2450570.78605 17.971 0.030
2450571.71436 17.964 0.041
2450574.79780 17.963 0.044
2450575.77517 17.856 0.033
2450576.75697 17.962 0.033
2450578.73696 18.007 0.037
2450588.71297 17.994 0.034
2450590.71575 17.880 0.048
2450599.72404 17.979 0.040
2450600.70988 17.966 0.028
2450601.78112 17.972 0.032
2450605.72326 17.995 0.036
2450606.64242 17.910 0.034
2450607.63666 17.981 0.030
2450608.63074 18.022 0.038
2450615.63267 18.043 0.035
2450615.91885 18.039 0.061
2450622.69562 18.026 0.060
2450623.61707 17.986 0.049
2450625.84291 18.031 0.049
2450628.58378 18.020 0.041
2450629.54898 17.949 0.039
2450630.67514 17.967 0.039
2450633.87482 18.014 0.047
2450671.65614 17.987 0.031
2450689.61161 18.134 0.060
2450760.52254 17.979 0.064
2450898.82553 17.856 0.048
2450909.85701 17.987 0.049
2450924.82768 17.866 0.040
2450926.81284 17.948 0.057
2450937.69315 17.981 0.044
2450941.92240 17.954 0.036
2450963.89414 18.032 0.050
2450965.74811 17.944 0.040
2450966.78693 17.929 0.036
2450992.65268 17.952 0.045
2450998.70343 18.072 0.047
2451007.62932 18.018 0.048
2451035.64552 17.994 0.042
2451041.70472 17.914 0.045
2451044.52413 17.961 0.040
2451051.71110 17.917 0.037
2451067.58349 17.973 0.032
2451072.53668 17.925 0.036
2451079.58657 17.896 0.039
2451088.59731 17.972 0.048
2451093.58057 18.024 0.046
2451095.51554 17.923 0.049
2451105.52297 17.931 0.039
2451116.54479 18.059 0.056
2451233.88731 17.963 0.040
2451242.89799 18.001 0.039
2451254.86171 17.957 0.033
2451257.85065 17.932 0.030
2451260.84364 17.968 0.032
2451263.83559 17.965 0.042
2451267.77918 17.944 0.037
2451278.83337 17.923 0.037
2451289.83074 17.952 0.038
2451291.81054 17.937 0.036
2451295.80937 17.973 0.038
2451297.72778 17.920 0.032
2451299.81446 17.905 0.039
2451305.68665 17.896 0.034
2451307.73435 17.903 0.031
2451312.66624 17.845 0.024
2451315.66126 17.867 0.031
2451317.67085 17.849 0.035
2451319.66430 17.902 0.043
2451320.89377 17.876 0.030
2451321.83900 17.876 0.028
2451336.71551 17.817 0.028
2451339.84901 17.817 0.031
2451347.87698 17.813 0.030
2451348.89737 17.824 0.036
2451353.62013 17.780 0.031
2451354.87876 17.801 0.031
2451355.88660 17.779 0.043
2451365.85764 17.770 0.031
2451373.60752 17.770 0.037
2451375.81577 17.696 0.032
2451394.57342 17.611 0.023
2451395.55242 17.636 0.024
2451397.58678 17.549 0.025
2451398.55591 17.604 0.021
2451399.51802 17.604 0.027
2451400.53968 17.582 0.031
2451402.51151 17.635 0.030
2451403.50971 17.549 0.029
2451404.51742 17.604 0.024
2451407.50635 17.532 0.025
2451408.50821 17.555 0.020
2451409.55945 17.545 0.028
2451410.51788 17.472 0.024
2451416.70841 17.492 0.033
2451417.57644 17.400 0.024
2451418.71174 17.362 0.025
2451419.51900 17.298 0.033
2451432.65201 17.125 0.018
2451442.59912 17.191 0.027
2451446.55914 17.225 0.023
2451448.59823 17.247 0.026
2451450.56073 17.320 0.022
2451451.60968 17.377 0.024
2451460.58473 17.434 0.032
2451470.54107 17.554 0.034
