Mag,Phase,Band
16.650199715932715,0.0,g
16.653746580316966,0.001,g
16.657447649864597,0.002,g
16.66128966429332,0.003,g
16.665259663447223,0.004,g
16.669345015909634,0.005,g
16.67353344596908,0.006,g
16.677813058522723,0.007,g
16.682172362259482,0.008,g
16.686600290711215,0.009000000000000001,g
16.691086221434535,0.01,g
16.695619993024597,0.011,g
16.700191920203167,0.012,g
16.70479280669882,0.013000000000000001,g
16.709413956175723,0.014,g
16.71404718099183,0.015,g
16.718684808942026,0.016,g
16.72331968790089,0.017,g
16.72794518853841,0.018000000000000002,g
16.732555204916146,0.019,g
16.737144153264516,0.02,g
16.74170696877176,0.021,g
16.7462391005265,0.022,g
16.750736504750098,0.023,g
16.755195636223537,0.024,g
16.759613438117555,0.025,g
16.763987330202674,0.026000000000000002,g
16.768315195662584,0.027,g
16.772595366383708,0.028,g
16.77682660706594,0.029,g
16.781008097990146,0.03,g
16.785139416796817,0.031,g
16.789220519115954,0.032,g
16.793251718447333,0.033,g
16.797233665034454,0.034,g
16.80116732423582,0.035,g
16.805053954144842,0.036000000000000004,g
16.80889508285033,0.037,g
16.812692485202593,0.038,g
16.816448159424766,0.039,g
16.82016430344627,0.04,g
16.823843291283715,0.041,g
16.827487649389038,0.042,g
16.831100033185415,0.043000000000000003,g
16.834683203806804,0.044,g
16.838240005251777,0.045,g
16.841773341868635,0.046,g
16.845286156468433,0.047,g
16.848781408937228,0.048,g
16.85226205563951,0.049,g
16.855731029471702,0.05,g
16.859191220878184,0.051000000000000004,g
16.862645459635154,0.052000000000000005,g
16.866096497658155,0.053,g
16.869546992854993,0.054,g
16.87299949395099,0.055,g
16.876456426523944,0.056,g
16.879920080079753,0.057,g
16.88339259640734,0.058,g
16.88687595902518,0.059000000000000004,g
16.89037198398568,0.06,g
16.89388231174566,0.061,g
16.897408400449628,0.062,g
16.900951520320724,0.063,g
16.904512749404923,0.064,g
16.908092970441135,0.065,g
16.911692869054338,0.066,g
16.915312933031192,0.067,g
16.918953452907438,0.068,g
16.92261452351908,0.069,g
16.926296046834093,0.07,g
16.929997735704838,0.07100000000000001,g
16.933719118756784,0.07200000000000001,g
16.93745954613757,0.073,g
16.941218196296198,0.074,g
16.944994083513553,0.075,g
16.948786066342592,0.076,g
16.952592856714126,0.077,g
16.9564130297637,0.078,g
16.96024503422841,0.079,g
16.96408720346721,0.08,g
16.967937766849165,0.081,g
16.971794861654438,0.082,g
16.975656545237264,0.083,g
16.979520807451,0.084,g
16.983385583329223,0.085,g
16.987248765813863,0.08600000000000001,g
16.99110821857584,0.08700000000000001,g
16.99496178877162,0.088,g
16.998807319790238,0.089,g
17.002642663736534,0.09,g
17.00646569380911,0.091,g
17.010274316280437,0.092,g
17.014066482248317,0.093,g
17.017840198865738,0.094,g
17.02159354026463,0.095,g
17.025324657789724,0.096,g
17.029031789861612,0.097,g
17.032713271094128,0.098,g
17.036367540891266,0.099,g
17.039993151257978,0.1,g
17.0435887740126,0.101,g
17.047153207153684,0.10200000000000001,g
17.05068538056723,0.10300000000000001,g
17.054184360878793,0.10400000000000001,g
17.057649355548758,0.105,g
17.061079716120474,0.106,g
17.064474940723972,0.107,g
17.067834675664972,0.108,g
17.071158716299333,0.109,g
17.07444700699522,0.11,g
17.077699640387937,0.111,g
17.080916855778405,0.112,g
17.08409903679281,0.113,g
17.087246708293254,0.114,g
17.090360532535282,0.115,g
17.0934413046947,0.116,g
17.096489947642922,0.117,g
17.099507506186075,0.11800000000000001,g
17.10249514062064,0.11900000000000001,g
17.10545411982844,0.12,g
17.10838581376709,0.121,g
17.111291685612358,0.122,g
17.114173283339337,0.123,g
17.117032231075854,0.124,g
17.119870220021042,0.125,g
17.122688999185193,0.126,g
17.12549036582537,0.127,g
17.128276155798716,0.128,g
17.13104823371668,0.129,g
17.13380848311509,0.13,g
17.136558796555803,0.131,g
17.139301065800268,0.132,g
17.142037172043345,0.133,g
17.144768976344363,0.134,g
17.147498310170445,0.135,g
17.15022696625776,0.136,g
17.152956689672244,0.137,g
17.15568916927649,0.138,g
17.15842602947531,0.139,g
17.161168822473265,0.14,g
17.16391902083974,0.14100000000000001,g
17.166678010676584,0.14200000000000002,g
17.169447085214447,0.14300000000000002,g
17.172227438947257,0.14400000000000002,g
17.17502016237719,0.145,g
17.177826237261943,0.146,g
17.180646532544436,0.147,g
17.18348180080796,0.148,g
17.186332675468453,0.149,g
17.18919966846456,0.15,g
17.19208316872651,0.151,g
17.194983441175843,0.152,g
17.19790062645816,0.153,g
17.200834741226405,0.154,g
17.203785679140744,0.155,g
17.20675321239934,0.156,g
17.209736993956305,0.157,g
17.212736560266695,0.158,g
17.215751334632643,0.159,g
17.218780631061314,0.16,g
17.221823658705315,0.161,g
17.224879526711167,0.162,g
17.22794724962184,0.163,g
17.231025753119287,0.164,g
17.234113880256245,0.165,g
17.237210397952243,0.166,g
17.24031400393618,0.167,g
17.243423333824882,0.168,g
17.24653696860005,0.169,g
17.249653442170146,0.17,g
17.252771249197362,0.171,g
17.255888852955877,0.17200000000000001,g
17.259004693360637,0.17300000000000001,g
17.262117194978774,0.17400000000000002,g
17.265224775035126,0.17500000000000002,g
17.268325851463292,0.176,g
17.271418850729315,0.177,g
17.27450221568468,0.178,g
17.277574413136833,0.179,g
17.280633941319973,0.18,g
17.283679337039352,0.181,g
17.286709182638543,0.182,g
17.28972211257348,0.183,g
17.292716819739017,0.184,g
17.29569206137116,0.185,g
17.298646664594518,0.186,g
17.301579531523032,0.187,g
17.304489643985896,0.188,g
17.307376067715527,0.189,g
17.31023795615038,0.19,g
17.31307455366384,0.191,g
17.315885198374637,0.192,g
17.318669324389777,0.193,g
17.321426463564467,0.194,g
17.324156246712153,0.195,g
17.326858404351402,0.196,g
17.329532766857533,0.197,g
17.33217926418202,0.198,g
17.334797924984287,0.199,g
17.337388875345997,0.2,g
17.339952336916475,0.201,g
17.342488624689256,0.202,g
17.34499814419954,0.203,g
17.347481388406564,0.20400000000000001,g
17.349938934090204,0.20500000000000002,g
17.352371437862576,0.20600000000000002,g
17.354779631859525,0.20700000000000002,g
17.357164319024438,0.20800000000000002,g
17.359526368153524,0.209,g
17.361866708583413,0.21,g
17.364186324721015,0.211,g
17.36648625024004,0.212,g
17.368767562205008,0.213,g
17.371031374950842,0.214,g
17.3732788339164,0.215,g
17.375511109324695,0.216,g
17.377729389879953,0.217,g
17.37993487638093,0.218,g
17.382128775414216,0.219,g
17.384312293052655,0.22,g
17.386486628662865,0.221,g
17.38865296880427,0.222,g
17.390812481320786,0.223,g
17.392966309549326,0.224,g
17.3951155668003,0.225,g
17.397261331008036,0.226,g
17.39940463970678,0.227,g
17.401546485223655,0.228,g
17.403687810264355,0.229,g
17.40582950372375,0.23,g
17.407972396949038,0.231,g
17.410117260283958,0.232,g
17.41226480005721,0.233,g
17.414415655923595,0.234,g
17.41657039860829,0.23500000000000001,g
17.418729528102705,0.23600000000000002,g
17.420893472213177,0.23700000000000002,g
17.423062585615252,0.23800000000000002,g
17.425237149224834,0.23900000000000002,g
17.427417370095714,0.24,g
17.42960338164945,0.241,g
17.431795244386624,0.242,g
17.43399294693701,0.243,g
17.43619640756974,0.244,g
17.438405476019923,0.245,g
17.440619935745737,0.246,g
17.4428395064923,0.247,g
17.445063847215383,0.248,g
17.447292559295345,0.249,g
17.449525190091396,0.25,g
17.45176123670519,0.251,g
17.45400015005941,0.252,g
17.456241339132546,0.253,g
17.458484175458008,0.254,g
17.46072799772213,0.255,g
17.462972116592912,0.256,g
17.46521581955414,0.257,g
17.46745837593417,0.258,g
17.469699041903525,0.259,g
17.47193706557145,0.26,g
17.47417169201403,0.261,g
17.47640216833523,0.262,g
17.47862774862723,0.263,g
17.48084769884051,0.264,g
17.483061301602397,0.265,g
