Mag,Phase,Band
16.92059110517503,0.0,g
16.923005367115405,0.001,g
16.925579004810363,0.002,g
16.92830207792786,0.003,g
16.931164742023558,0.004,g
16.9341572713103,0.005,g
16.937270080859584,0.006,g
16.940493748082268,0.007,g
16.943819033524996,0.008,g
16.947236900834227,0.009000000000000001,g
16.950738535853176,0.01,g
16.954315364782936,0.011,g
16.957959071347293,0.012,g
16.9616616129037,0.013000000000000001,g
16.965415235433394,0.014,g
16.96921248744171,0.015,g
16.973046232521188,0.016,g
16.976909660804992,0.017,g
16.98079629907329,0.018000000000000002,g
16.98470001956141,0.019,g
16.9886150474304,0.02,g
16.992535966878933,0.021,g
16.996457725881644,0.022,g
17.000375639537022,0.023,g
17.004285392063398,0.024,g
17.008183037339695,0.025,g
17.012064998139543,0.026000000000000002,g
17.01592806396719,0.027,g
17.019769387557535,0.028,g
17.023586480058736,0.029,g
17.027377204929344,0.03,g
17.031139770587014,0.031,g
17.034872721845172,0.032,g
17.038574930225845,0.033,g
17.042245583102087,0.034,g
17.04588417186202,0.035,g
17.04949047905724,0.036000000000000004,g
17.053064564643392,0.037,g
17.056606751377753,0.038,g
17.060117609449254,0.039,g
17.063597940419548,0.04,g
17.067048760550872,0.041,g
17.070471283641826,0.042,g
17.073866903365197,0.043000000000000003,g
17.077237175319286,0.044,g
17.08058379878964,0.045,g
17.083908598348614,0.046,g
17.087213505376944,0.047,g
17.090500539598036,0.048,g
17.09377179071473,0.049,g
17.097029400231406,0.05,g
17.10027554358366,0.051000000000000004,g
17.103512412573444,0.052000000000000005,g
17.106742198308623,0.053,g
17.10996707463969,0.054,g
17.11318918220473,0.055,g
17.116410613149686,0.056,g
17.119633396592434,0.057,g
17.122859484894576,0.058,g
17.126090740794513,0.059000000000000004,g
17.129328925490366,0.06,g
17.132575687634606,0.061,g
17.13583255339879,0.062,g
17.13910091755868,0.063,g
17.142382035665044,0.064,g
17.14567701731893,0.065,g
17.14898682056955,0.066,g
17.15231224744017,0.067,g
17.155653940623086,0.068,g
