Mag,Phase,Band
18.658460853917333,0.0,g
18.658522339794573,0.001,g
18.658759022592132,0.002,g
18.659167336222303,0.003,g
18.659743636582512,0.004,g
18.660484206075548,0.005,g
18.66138525817913,0.006,g
18.662442942023986,0.007,g
18.663653347021828,0.008,g
18.665012507504816,0.009000000000000001,g
18.66651640738442,0.01,g
18.668160984822435,0.011,g
18.669942136909295,0.012,g
18.67185572434127,0.013000000000000001,g
18.67389757610654,0.014,g
18.67606349414912,0.015,g
18.67834925801701,0.016,g
18.68075062950863,0.017,g
18.68326335728263,0.018000000000000002,g
18.685883181441675,0.019,g
18.688605838077677,0.02,g
18.691427063798788,0.021,g
18.694342600169325,0.022,g
18.697348198137224,0.023,g
18.700439622409156,0.024,g
18.703612655722985,0.025,g
18.706863103101647,0.026000000000000002,g
18.71018679600872,0.027,g
18.713579596459574,0.028,g
18.717037401001146,0.029,g
18.720556144658662,0.03,g
18.72413180476765,0.031,g
18.727760404711745,0.032,g
18.731438017590612,0.033,g
18.7351607697234,0.034,g
18.738924844130732,0.035,g
18.74272648382027,0.036000000000000004,g
18.746561995021114,0.037,g
18.75042775027109,0.038,g
18.754320191388036,0.039,g
18.758235832315894,0.04,g
18.762171261830023,0.041,g
18.766123146172337,0.042,g
18.770088231429828,0.043000000000000003,g
18.774063345898288,0.044,g
18.778045402245642,0.045,g
18.782031399545893,0.046,g
18.786018425169537,0.047,g
18.79000365652862,0.048,g
18.793984362668688,0.049,g
18.79795790573752,0.05,g
18.801921742273432,0.051000000000000004,g
18.805873424344025,0.052000000000000005,g
18.80981060056492,0.053,g
18.81373101694317,0.054,g
18.817632517575916,0.055,g
18.821513045192383,0.056,g
18.825370641575773,0.057,g
18.829203447775587,0.058,g
18.833009704225795,0.059000000000000004,g
18.83678775071523,0.06,g
18.84053602615925,0.061,g
18.844253068286644,0.062,g
18.847937513149375,0.063,g
18.851588094527152,0.064,g
18.855203643137745,0.065,g
18.85878308577027,0.066,g
18.86232544425291,0.067,g
18.865829834325734,0.068,g
18.86929546433389,0.069,g
18.872721633849576,0.07,g
18.876107732175793,0.07100000000000001,g
18.879453236689464,0.07200000000000001,g
18.882757711129074,0.073,g
18.88602080375122,0.074,g
18.889242245392953,0.075,g
18.89242184743426,0.076,g
18.89555949969039,0.077,g
18.89865516819431,0.078,g
18.901708892900377,0.079,g
18.904720785337673,0.08,g
18.907691026175126,0.081,g
18.910619862728307,0.082,g
18.91350760640849,0.083,g
18.91635463011997,0.084,g
18.919161365602434,0.085,g
18.921928300776443,0.08600000000000001,g
18.924655976967387,0.08700000000000001,g
18.927344986188,0.088,g
18.92999596835429,0.089,g
18.932609608493337,0.09,g
18.93518663393983,0.091,g
18.937727811523345,0.092,g
18.940233944775613,0.093,g
18.94270587110049,0.094,g
18.94514445901418,0.095,g
18.947550605344357,0.096,g
18.949925232494014,0.097,g
18.952269285713857,0.098,g
18.954583730407712,0.099,g
18.956869549493664,0.1,g
18.959127740771958,0.101,g
18.961359314376136,0.10200000000000001,g
18.96356529025461,0.10300000000000001,g
18.96574669572891,0.10400000000000001,g
18.96790456307811,0.105,g
18.970039927218274,0.106,g
18.97215382344906,0.107,g
18.974247285242146,0.108,g
18.97632134213725,0.109,g
18.978377017699202,0.11,g
18.980415327558735,0.111,g
18.982437277533062,0.112,g
18.98444386184427,0.113,g
18.986436061409012,0.114,g
18.988414842217736,0.115,g
18.990381153819726,0.116,g
18.992335927887563,0.117,g
18.99428007687764,0.11800000000000001,g
18.99621449278409,0.11900000000000001,g
18.998140045986958,0.12,g
19.000057584188546,0.121,g
19.00196793147391,0.122,g
19.00387188740576,0.123,g
19.00577022627238,0.124,g
19.00766369639844,0.125,g
19.009553019553504,0.126,g
19.011438890450886,0.127,g
19.01332197633552,0.128,g
19.01520291665625,0.129,g
19.017082322834995,0.13,g
19.018960778104773,0.131,g
19.02083883742858,0.132,g
19.0227170275114,0.133,g
19.024595846876323,0.134,g
19.02647576601365,0.135,g
19.028357227614666,0.136,g
19.030240646843023,0.137,g
19.032126411699064,0.138,g
19.034014883426785,0.139,g
19.035906396995163,0.14,g
19.037801261603487,0.14100000000000001,g
19.039699761262472,0.14200000000000002,g
19.041602155421348,0.14300000000000002,g
19.04350867961048,0.14400000000000002,g
19.045419546151617,0.145,g
19.047334944887847,0.146,g
19.04925504394694,0.147,g
19.051179990528386,0.148,g
19.053109911725105,0.149,g
19.055044915349214,0.15,g
19.056985090772823,0.151,g
19.05893050979523,0.152,g
19.06088122750572,0.153,g
19.06283728315356,0.154,g
19.06479870101831,0.155,g
19.066765491277344,0.156,g
19.068737650860857,0.157,g
19.07071516432802,0.158,g
19.072698004669338,0.159,g
19.07468613415458,0.16,g
19.076679505131704,0.161,g
19.078678060810947,0.162,g
19.08068173602522,0.163,g
19.082690457964684,0.164,g
19.084704146880064,0.165,g
19.08672271676841,0.166,g
19.088746076011468,0.167,g
19.0907741279804,0.168,g
19.09280677162131,0.169,g
19.09484390199221,0.17,g
19.09688541076582,0.171,g
19.098931186691285,0.17200000000000001,g
19.100981116033147,0.17300000000000001,g
19.10303508293952,0.17400000000000002,g
19.105092969799482,0.17500000000000002,g
19.10715465756129,0.176,g
19.109220025982747,0.177,g
19.11128895387456,0.178,g
19.113361319286373,0.179,g
19.115436999674486,0.18,g
19.117515872000833,0.181,g
19.11959781282849,0.182,g
19.121682698366918,0.183,g
19.12377040448419,0.184,g
19.125860806700867,0.185,g
19.12795378013814,0.186,g
19.130049199437963,0.187,g
19.132146938673827,0.188,g
19.134246871224626,0.189,g
19.136348869630325,0.19,g
19.138452805428344,0.191,g
19.14055854896647,0.192,g
19.142665969234162,0.193,g
19.144774933616336,0.194,g
19.14688530770339,0.195,g
