Mag,Phase,Band
17.19620277565446,0.0,g
17.19649851379745,0.001,g
17.196797974643193,0.002,g
17.197101100950743,0.003,g
17.197407835052797,0.004,g
17.19771811887495,0.005,g
17.198031893953146,0.006,g
17.198349101449082,0.007,g
17.198669682169985,0.008,g
17.198993576586496,0.009000000000000001,g
17.199320724851678,0.01,g
17.199651066817953,0.011,g
17.199984542059102,0.012,g
17.20032108988769,0.013000000000000001,g
17.200660649374704,0.014,g
17.201003159371332,0.015,g
17.20134855852615,0.016,g
17.201696785307846,0.017,g
17.202047778023243,0.018000000000000002,g
17.20240147484104,0.019,g
17.202757813810685,0.02,g
17.203116732883952,0.021,g
17.203478169936183,0.022,g
17.20384206278717,0.023,g
17.20420834922533,0.024,g
17.204576967024064,0.025,g
17.204947853968882,0.026000000000000002,g
17.20532094787663,0.027,g
17.20569618661804,0.028,g
17.206073508139806,0.029,g
17.206452850487306,0.03,g
17.20683415182459,0.031,g
17.20721735045942,0.032,g
17.207602384865616,0.033,g
17.207989193702577,0.034,g
17.208377715839838,0.035,g
17.20876789037888,0.036000000000000004,g
17.209159656676018,0.037,g
17.209552954362415,0.038,g
17.209947723369766,0.039,g
17.210343903950232,0.04,g
17.210741436698562,0.041,g
17.211140262576503,0.042,g
17.211540322931278,0.043000000000000003,g
17.21194155951976,0.044,g
17.212343914530262,0.045,g
17.212747330601783,0.046,g
17.213151750849036,0.047,g
17.213557118881425,0.048,g
17.213963378824758,0.049,g
17.214370475341653,0.05,g
17.214778353654687,0.051000000000000004,g
17.215186959563997,0.052000000000000005,g
17.215596239467626,0.053,g
17.21600614038462,0.054,g
17.216416609972548,0.055,g
17.216827596547667,0.056,g
17.217239049104307,0.057,g
17.217650917334538,0.058,g
17.2180631516439,0.059000000000000004,g
17.218475703175933,0.06,g
17.218888523824283,0.061,g
17.219301566253524,0.062,g
17.219714783916046,0.063,g
17.22012813106919,0.064,g
17.220541562792576,0.065,g
17.22095503500213,0.066,g
17.22136850446906,0.067,g
17.221781928835483,0.068,g
17.2221952666266,0.069,g
17.222608477267872,0.07,g
17.223021521098826,0.07100000000000001,g
17.223434359387504,0.07200000000000001,g
17.223846954341578,0.073,g
17.224259269124968,0.074,g
17.224671267867954,0.075,g
17.225082915679288,0.076,g
17.225494178660156,0.077,g
17.225905023911732,0.078,g
17.226315419548705,0.079,g
17.226725334706433,0.08,g
17.227134739554096,0.081,g
17.227543605301364,0.082,g
17.22795190420752,0.083,g
17.22835960958945,0.084,g
17.228766695828515,0.085,g
17.2291731383798,0.08600000000000001,g
17.229578913775512,0.08700000000000001,g
17.229983999630775,0.088,g
