Mag,Phase,Band
17.374807805664638,0.0,g
17.375945550025918,0.001,g
17.377192330430262,0.002,g
17.378544373460926,0.003,g
17.379997921624437,0.004,g
17.381549238177232,0.005,g
17.38319461183309,0.006,g
17.384930361287843,0.007,g
17.38675283957936,0.008,g
17.388658438288523,0.009000000000000001,g
17.39064359156966,0.01,g
17.392704779970963,0.011,g
17.394838534102572,0.012,g
17.39704143809679,0.013000000000000001,g
17.39931013289492,0.014,g
17.401641319321914,0.015,g
17.404031760958993,0.016,g
17.406478286858274,0.017,g
17.40897779400169,0.018000000000000002,g
17.41152724959915,0.019,g
17.41412369318737,0.02,g
17.416764238488287,0.021,g
17.419446075105586,0.022,g
17.422166470018404,0.023,g
17.42492276885849,0.024,g
17.427712396985548,0.025,g
17.43053286041539,0.026000000000000002,g
17.43338174649065,0.027,g
17.43625672440986,0.028,g
17.439155545572078,0.029,g
17.442076043696062,0.03,g
17.44501613480571,0.031,g
17.44797381703844,0.032,g
17.45094717026544,0.033,g
17.453934355543673,0.034,g
17.456933614460898,0.035,g
17.45994326825818,0.036000000000000004,g
17.462961716857002,0.037,g
17.46598743774708,0.038,g
17.46901898469474,0.039,g
17.472054986370782,0.04,g
17.47509414485357,0.041,g
17.478135233998707,0.042,g
17.481177097697927,0.043000000000000003,g
17.484218648091154,0.044,g
17.487258863615423,0.045,g
17.49029678702188,0.046,g
17.493331523316787,0.047,g
17.496362237587785,0.048,g
17.499388152821012,0.049,g
17.502408547629052,0.05,g
17.505422753989762,0.051000000000000004,g
17.508430154844923,0.052000000000000005,g
17.51143018176568,0.053,g
17.51442231256969,0.054,g
17.517406068881872,0.055,g
17.5203810137331,0.056,g
17.523346749157607,0.057,g
17.526302913751085,0.058,g
17.529249180282353,0.059000000000000004,g
17.532185253349308,0.06,g
17.535110866966235,0.061,g
17.538025782278762,0.062,g
17.540929785292157,0.063,g
17.543822684604706,0.064,g
17.54670430923597,0.065,g
17.54957450651033,0.066,g
17.552433139952388,0.067,g
17.555280087316493,0.068,g
17.55811523863747,0.069,g
17.56093849436101,0.07,g
17.563749763571845,0.07100000000000001,g
17.566548962308502,0.07200000000000001,g
17.56933601192081,0.073,g
17.572110837558903,0.074,g
17.574873366753195,0.075,g
17.577623528041144,0.076,g
17.580361249755466,0.077,g
17.58308645886289,0.078,g
17.5857990799068,0.079,g
17.588499034068406,0.08,g
17.591186238332952,0.081,g
17.59386060471601,0.082,g
17.596522039632326,0.083,g
17.599170443365363,0.084,g
17.60180570959233,0.085,g
17.604427725072,0.08600000000000001,g
17.60703636938585,0.08700000000000001,g
17.609631514781192,0.088,g
17.6122130261316,0.089,g
17.61478076096855,0.09,g
17.617334569630355,0.091,g
17.619874295455716,0.092,g
17.62239977510254,0.093,g
17.624910838944363,0.094,g
17.627407311528945,0.095,g
17.62988901210873,0.096,g
17.632355755285545,0.097,g
17.634807351664165,0.098,g
17.637243608612437,0.099,g
17.63966433108054,0.1,g
17.64206932243863,0.101,g
17.644458385402714,0.10200000000000001,g
17.64683132300209,0.10300000000000001,g
17.649187939572062,0.10400000000000001,g
17.651528041779574,0.105,g
17.653851439720157,0.106,g
17.65615794798585,0.107,g
17.65844738679459,0.108,g
17.660719583135577,0.109,g
17.662974371891224,0.11,g
17.665211597000607,0.111,g
17.667431112619894,0.112,g
17.669632784263793,0.113,g
17.671816489934866,0.114,g
17.673982121276456,0.115,g
17.67612958465486,0.116,g
17.678258802255613,0.117,g
17.680369713151244,0.11800000000000001,g
17.68246227430418,0.11900000000000001,g
17.684536461565475,0.12,g
17.68659227062831,0.121,g
17.688629717922176,0.122,g
17.6906488414548,0.123,g
17.69264970163546,0.124,g
17.69463238199366,0.125,g
17.696596989875655,0.126,g
17.69854365705746,0.127,g
17.700472540311765,0.128,g
17.70238382187311,0.129,g
17.704277709858466,0.13,g
17.706154438629884,0.131,g
17.708014269020623,0.132,g
17.709857488545357,0.133,g
17.711684411514877,0.134,g
17.713495379046048,0.135,g
17.715290759018945,0.136,g
17.717070945951846,0.137,g
17.718836360766588,0.138,g
17.720587450496186,0.139,g
17.722324687924417,0.14,g
17.724048571087057,0.14100000000000001,g
17.725759622748274,0.14200000000000002,g
17.72745838978112,0.14300000000000002,g
17.72914544244548,0.14400000000000002,g
17.7308213736141,0.145,g
17.732486797921787,0.146,g
17.734142350814327,0.147,g
17.735788687547753,0.148,g
17.73742648213092,0.149,g
17.739056426147425,0.15,g
17.740679227565575,0.151,g
17.742295609472134,0.152,g
17.74390630872527,0.153,g
17.745512074576762,0.154,g
17.747113667242026,0.155,g
17.748711856397307,0.156,g
17.750307419654252,0.157,g
17.75190114100738,0.158,g
17.753493809193838,0.159,g
17.755086216072375,0.16,g
17.75667915496109,0.161,g
17.75827341893015,0.162,g
17.759869799102837,0.163,g
17.7614690829261,0.164,g
17.763072052447946,0.165,g
17.76467948256007,0.166,g
17.766292139278477,0.167,g
17.767910778001653,0.168,g
17.769536141780687,0.169,g
17.771168959614567,0.17,g
17.772809944767246,0.171,g
17.774459793083302,0.17200000000000001,g
17.776119181356627,0.17300000000000001,g
17.777788765732108,0.17400000000000002,g
17.779469180116322,0.17500000000000002,g
17.781161034669303,0.176,g
17.78286491431411,0.177,g
17.784581377298966,0.178,g
17.786310953825055,0.179,g
17.788054144735618,0.18,g
17.789811420240255,0.181,g
17.791583218730977,0.182,g
17.793369945667497,0.183,g
17.795171972504317,0.184,g
17.79698963573517,0.185,g
17.798823235985424,0.186,g
17.80067303718764,0.187,g
17.802539265852655,0.188,g
17.804422110429503,0.189,g
17.80632172072396,0.19,g
17.808238207434478,0.191,g
17.810171641775952,0.192,g
17.81212205518229,0.193,g
17.814089439098236,0.194,g
17.816073744898077,0.195,g
17.81807488385207,0.196,g
17.82009272722048,0.197,g
17.82212710644261,0.198,g
17.824177813389266,0.199,g
17.82624460074312,0.2,g
17.82832718244807,0.201,g
17.83042523428943,0.202,g
17.832538394494378,0.203,g
17.834666264488696,0.20400000000000001,g
17.83680840972411,0.20500000000000002,g
17.83896436056229,0.20600000000000002,g
17.84113361327475,0.20700000000000002,g
17.843315631124444,0.20800000000000002,g
17.845509845492618,0.209,g
17.84771565711078,0.21,g
17.849932437384332,0.211,g
17.852159529714672,0.212,g
17.854396250958242,0.213,g
17.856641892929755,0.214,g
17.858895723933657,0.215,g
17.861156990384533,0.216,g
17.863424918478536,0.217,g
17.865698715876775,0.218,g
17.867977573461644,0.219,g
17.870260667150554,0.22,g
17.87254715966935,0.221,g
17.874836202428007,0.222,g
17.877126937401073,0.223,g
17.87941849899626,0.224,g
17.88171001597243,0.225,g
17.88400061336738,0.226,g
17.886289414395222,0.227,g
17.88857554237488,0.228,g
17.89085812267298,0.229,g
17.893136284563223,0.23,g
17.895409163144784,0.231,g
