Mag,Phase,Band
17.041238794167597,0.0,g
17.041302178939358,0.001,g
17.04137225296877,0.002,g
17.041449043241414,0.003,g
17.04153257735316,0.004,g
17.041622883491605,0.005,g
17.04171999041941,0.006,g
17.04182392745491,0.007,g
17.04193472445392,0.008,g
17.042052411789044,0.009000000000000001,g
17.042177020333583,0.01,g
17.042308581438988,0.011,g
17.042447126915004,0.012,g
17.04259268901143,0.013000000000000001,g
17.04274530039609,0.014,g
17.042904994134954,0.015,g
17.04307180366924,0.016,g
17.043245762796964,0.017,g
17.043426905650158,0.018000000000000002,g
17.043615266671495,0.019,g
17.043810880595498,0.02,g
17.044013782424983,0.021,g
17.044224007406797,0.022,g
17.0444415910129,0.023,g
17.04466656891597,0.024,g
17.044898976964475,0.025,g
17.045138851163586,0.026000000000000002,g
17.045386227648653,0.027,g
17.04564114266621,0.028,g
17.045903632543205,0.029,g
17.04617373367071,0.03,g
17.04645148247744,0.031,g
17.04673691540342,0.032,g
17.04703006888094,0.033,g
17.047330979308292,0.034,g
17.04763968302299,0.035,g
17.0479562162829,0.036000000000000004,g
17.048280615239594,0.037,g
17.048612915911203,0.038,g
17.048953154163822,0.039,g
17.049301365684553,0.04,g
17.049657585954083,0.041,g
17.05002185022848,0.042,g
17.050394193511963,0.043000000000000003,g
17.05077465052935,0.044,g
17.051163255707113,0.045,g
17.051560043149482,0.046,g
17.05196504660973,0.047,g
17.052378299465868,0.048,g
17.05279983470254,0.049,g
17.05322968488369,0.05,g
17.05366788212476,0.051000000000000004,g
17.054114458076484,0.052000000000000005,g
17.054569443897524,0.053,g
17.055032870226903,0.054,g
17.05550476716841,0.055,g
17.055985164263532,0.056,g
17.056474090463965,0.057,g
17.056971574116965,0.058,g
17.057477642938448,0.059000000000000004,g
17.05799232398581,0.06,g
17.058515643644235,0.061,g
17.059047627600076,0.062,g
17.059588300812493,0.063,g
17.060137687507034,0.064,g
17.060695811138466,0.065,g
17.06126269437872,0.066,g
17.06183835908753,0.067,g
17.062422826301315,0.068,g
17.063016116207653,0.069,g
17.063618248119525,0.07,g
17.064229240465444,0.07100000000000001,g
17.06484911076455,0.07200000000000001,g
17.06547787560136,0.073,g
17.066115550617333,0.074,g
17.066762150486497,0.075,g
17.067417688891002,0.076,g
17.068082178513958,0.077,g
17.06875563101388,0.078,g
17.06943805701082,0.079,g
17.070129466060976,0.08,g
17.070829866649493,0.081,g
17.0715392661761,0.082,g
17.072257670920244,0.083,g
17.072985086045612,0.084,g
17.073721515576434,0.085,g
17.07446696237575,0.08600000000000001,g
17.075221428143394,0.08700000000000001,g
17.075984913393068,0.088,g
17.076757417442646,0.089,g
17.077538938391605,0.09,g
17.07832947312124,0.091,g
17.07912901727529,0.092,g
17.079937565240453,0.093,g
17.08075511014842,0.094,g
17.081581643857515,0.095,g
17.082417156934298,0.096,g
17.08326163865739,0.097,g
17.08411507700019,0.098,g
17.084977458611128,0.099,g
17.08584876882929,0.1,g
17.086728991650762,0.101,g
17.08761810973532,0.10200000000000001,g
17.08851610438578,0.10300000000000001,g
17.089422955556078,0.10400000000000001,g
17.090338641836766,0.105,g
17.091263140440518,0.106,g
17.092196427212116,0.107,g
17.09313847661519,0.108,g
17.094089261718928,0.109,g
17.095048754210037,0.11,g
17.096016924380688,0.111,g
17.096993741116524,0.112,g
17.097979171910538,0.113,g
17.098973182852305,0.114,g
17.09997573861728,0.115,g
17.100986802482627,0.116,g
17.10200633631181,0.117,g
17.10303430057186,0.11800000000000001,g
17.104070654303776,0.11900000000000001,g
17.105115355152787,0.12,g
17.106168359357664,0.121,g
17.10722962174304,0.122,g
17.10829909573989,0.123,g
17.109376733379026,0.124,g
17.110462485284806,0.125,g
17.111556300697515,0.126,g
17.112658127468233,0.127,g
17.113767912053795,0.128,g
17.114885599541154,0.129,g
17.116011133643553,0.13,g
17.117144456696817,0.131,g
17.1182855096856,0.132,g
17.11943423224089,0.133,g
17.120590562634202,0.134,g
17.121754437819238,0.135,g
17.12292579340705,0.136,g
17.124104563695422,0.137,g
17.12529068166143,0.138,g
17.126484078992103,0.139,g
17.127684686084926,0.14,g
17.128892432048335,0.14100000000000001,g
17.130107244734226,0.14200000000000002,g
17.131329050739676,0.14300000000000002,g
17.132557775408664,0.14400000000000002,g
17.133793342866408,0.145,g
17.135035676022202,0.146,g
17.13628469657245,0.147,g
17.137540325036646,0.148,g
17.138802480757775,0.149,g
17.140071081924834,0.15,g
17.141346045573766,0.151,g
17.142627287621963,0.152,g
17.143914722888717,0.153,g
17.145208265078583,0.154,g
17.146507826836032,0.155,g
17.147813319748405,0.156,g
17.14912465435264,0.157,g
17.150441740176632,0.158,g
17.15176448574303,0.159,g
17.15309279859626,0.16,g
17.154426585306872,0.161,g
17.155765751514714,0.162,g
17.15711020193798,0.163,g
17.158459840382214,0.164,g
17.15981456978496,0.165,g
17.16117429222561,0.166,g
17.162538908935392,0.167,g
17.163908320343207,0.168,g
17.165282426086403,0.169,g
17.16666112501753,0.17,g
17.168044315267437,0.171,g
17.16943189422873,0.17200000000000001,g
17.17082375860352,0.17300000000000001,g
17.17221980440723,0.17400000000000002,g
17.173619927017118,0.17500000000000002,g
17.175024021184694,0.176,g
17.176431981048278,0.177,g
17.177843700182414,0.178,g
17.179259071611,0.179,g
17.180677987820367,0.18,g
17.18210034080964,0.181,g
17.18352602210438,0.182,g
17.184954922770256,0.183,g
17.186386933464124,0.184,g
17.187821944448178,0.185,g
17.189259845604063,0.186,g
17.19070052648468,0.187,g
17.192143876320312,0.188,g
17.193589784070877,0.189,g
17.195038138411203,0.19,g
17.196488827800387,0.191,g
17.197941740492492,0.192,g
17.199396764551462,0.193,g
17.20085378790411,0.194,g
17.202312698355268,0.195,g
17.20377338360286,0.196,g
17.205235731291257,0.197,g
17.206699629026524,0.198,g
17.208164964391667,0.199,g
17.209631625000135,0.2,g
17.21109949851117,0.201,g
17.212568472645085,0.202,g
17.214038435236855,0.203,g
17.215509274251477,0.20400000000000001,g
17.216980877799145,0.20500000000000002,g
17.218453134184625,0.20600000000000002,g
17.219925931935286,0.20700000000000002,g
17.2213991598119,0.20800000000000002,g
17.222872706836522,0.209,g
17.22434646234168,0.21,g
17.225820315985285,0.211,g
17.227294157765417,0.212,g
17.228767878073544,0.213,g
17.23024136770913,0.214,g
