Mag,Phase,Band
18.364694490533637,0.0,g
18.364973719981727,0.001,g
18.36525847010934,0.002,g
18.36554879190349,0.003,g
18.36584473663817,0.004,g
18.36614635585014,0.005,g
18.36645370130122,0.006,g
18.366766824954137,0.007,g
18.36708577893433,0.008,g
18.367410615504912,0.009000000000000001,g
18.367741387031774,0.01,g
18.36807814595406,0.011,g
18.368420944748834,0.012,g
18.368769835906402,0.013000000000000001,g
18.36912487189093,0.014,g
18.369486105116888,0.015,g
18.36985358790944,0.016,g
18.37022737248116,0.017,g
18.37060751089215,0.018000000000000002,g
18.37099405502709,0.019,g
18.371387056555182,0.02,g
18.371786566907637,0.021,g
18.372192637237372,0.022,g
18.372605318397017,0.023,g
18.3730246608985,0.024,g
18.37345071489153,0.025,g
18.373883530123134,0.026000000000000002,g
18.37432315591545,0.027,g
18.374769641130275,0.028,g
18.375223034141186,0.029,g
18.375683382798098,0.03,g
18.376150734406338,0.031,g
18.376625135686275,0.032,g
18.377106632754334,0.033,g
18.37759527108274,0.034,g
18.378091095481356,0.035,g
18.378594150057495,0.036000000000000004,g
18.37910447819866,0.037,g
18.379622122532506,0.038,g
18.38014712491045,0.039,g
18.380679526367906,0.04,g
18.38121936710879,0.041,g
18.381766686466015,0.042,g
18.382321522886993,0.043000000000000003,g
18.38288391389608,0.044,g
18.3834538960713,0.045,g
18.384031505028297,0.046,g
18.384616775381883,0.047,g
18.385209740722264,0.048,g
18.38581043360036,0.049,g
18.38641888548993,0.05,g
18.387035126777253,0.051000000000000004,g
18.387659186723685,0.052000000000000005,g
18.3882910934566,0.053,g
18.3889308739324,0.054,g
18.38957855392867,0.055,g
18.39023415800775,0.056,g
18.390897709510163,0.057,g
18.39156923052063,0.058,g
18.39224874185319,0.059000000000000004,g
18.392936263037186,0.06,g
18.393631812284116,0.061,g
18.39433540648446,0.062,g
18.395047061171194,0.063,g
18.39576679052413,0.064,g
18.396494607334308,0.065,g
18.39723052298885,0.066,g
18.397974547467292,0.067,g
18.398726689308837,0.068,g
18.399486955614183,0.069,g
18.40025535201357,0.07,g
18.401031882670026,0.07100000000000001,g
18.40181655025045,0.07200000000000001,g
18.402609355919097,0.073,g
18.403410299332005,0.074,g
18.404219378609252,0.075,g
18.40503659034196,0.076,g
18.405861929563137,0.077,g
18.40669538975626,0.078,g
18.40753696282689,0.079,g
18.408386639112877,0.08,g
18.40924440735434,0.081,g
18.41011025471279,0.082,g
18.410984166742157,0.083,g
18.411866127384524,0.084,g
18.41275611897944,0.085,g
18.41365412224109,0.08600000000000001,g
18.4145601162612,0.08700000000000001,g
18.41547407851292,0.088,g
18.416395984829347,0.089,g
18.417325809421712,0.09,g
18.418263524856215,0.091,g
18.419209102073893,0.092,g
18.420162510368286,0.093,g
18.421123717406992,0.094,g
18.422092689210256,0.095,g
18.42306939017407,0.096,g
18.424053783049715,0.097,g
18.425045828968482,0.098,g
18.42604548741929,0.099,g
18.427052716286425,0.1,g
18.42806747181378,0.101,g
18.429089708644206,0.10200000000000001,g
18.430119379798928,0.10300000000000001,g
18.43115643670714,0.10400000000000001,g
18.432200829189075,0.105,g
18.433252505487246,0.106,g
18.434311412250445,0.107,g
18.43537749456648,0.108,g
18.436450695947148,0.109,g
18.43753095836244,0.11,g
18.43861822222646,0.111,g
18.439712426433175,0.112,g
18.44081350834316,0.113,g
18.441921403820892,0.114,g
18.443036047222353,0.115,g
18.444157371433814,0.116,g
18.44528530785706,0.117,g
18.44641978646257,0.11800000000000001,g
18.447560735759424,0.11900000000000001,g
18.448708082849915,0.12,g
18.449861753416446,0.121,g
18.45102167176456,0.122,g
18.452187760813985,0.123,g
18.45335994214296,0.124,g
18.454538135980087,0.125,g
18.455722261250042,0.126,g
18.45691223556608,0.127,g
18.458107975277198,0.128,g
18.459309395461304,0.129,g
18.46051640997363,0.13,g
18.461728931440696,0.131,g
18.462946871309903,0.132,g
18.46417013984422,0.133,g
18.465398646169422,0.134,g
18.46663229828354,0.135,g
18.4678710030877,0.136,g
18.469114666396152,0.137,g
18.470363192985836,0.138,g
18.471616486592957,0.139,g
18.472874449967122,0.14,g
18.474136984868537,0.14100000000000001,g
18.475403992123105,0.14200000000000002,g
18.476675371620225,0.14300000000000002,g
18.47795102236885,0.14400000000000002,g
18.4792308424958,0.145,g
18.48051472930275,0.146,g
18.48180257926504,0.147,g
18.48309428808952,0.148,g
18.484389750713834,0.149,g
18.485688861365063,0.15,g
18.486991513559467,0.151,g
18.48829760015813,0.152,g
18.489607013382052,0.153,g
18.490919644849832,0.154,g
18.492235385593087,0.155,g
18.49355412611349,0.156,g
18.49487575638359,0.157,g
18.49620016590814,0.158,g
18.497527243725212,0.159,g
18.498856878468096,0.16,g
18.500188958366646,0.161,g
18.501523371309652,0.162,g
18.50286000484642,0.163,g
18.50419874624953,0.164,g
18.505539482516625,0.165,g
18.50688210043353,0.166,g
18.508226486576163,0.167,g
18.50957252737397,0.168,g
18.510920109111915,0.169,g
18.512269117990314,0.17,g
18.513619440142335,0.171,g
18.514970961674692,0.17200000000000001,g
18.516323568685184,0.17300000000000001,g
18.51767714732277,0.17400000000000002,g
18.519031583789705,0.17500000000000002,g
18.52038676440552,0.176,g
18.521742575609057,0.177,g
18.5230989040225,0.178,g
18.5244556364533,0.179,g
18.525812659958124,0.18,g
18.527169861844666,0.181,g
18.52852712973544,0.182,g
18.529884351569468,0.183,g
18.531241415665843,0.184,g
18.532598210729084,0.185,g
18.533954625893106,0.186,g
18.535310550765043,0.187,g
18.53666587542629,0.188,g
